time,e1,e2,e3,e4,i1,i2
0.256,3.09016994374939,1.93135621484337,2.70389870078072,6.18033988749879,-1.15881372890602,-3.47644118671807
0.257,5.87785252292468,3.67365782682792,5.14312095755909,11.7557050458494,-2.20419469609675,-6.61258408829026
0.258,8.09016994374944,5.0563562148434,7.07889870078076,16.1803398874989,-3.03381372890604,-9.10144118671812
0.259,9.51056516295153,5.9441032268447,8.32174451758259,19.0211303259031,-3.56646193610682,-10.6993858083205
0.26,10,6.25,8.75,20,-3.75,-11.25
0.261,9.51056516295153,5.94410322684471,8.32174451758259,19.0211303259031,-3.56646193610683,-10.6993858083205
0.262,8.09016994374946,5.05635621484341,7.07889870078078,16.1803398874989,-3.03381372890605,-9.10144118671814
0.263,5.8778525229247,3.67365782682794,5.14312095755911,11.7557050458494,-2.20419469609676,-6.61258408829029
0.264,3.09016994374942,1.93135621484339,2.70389870078074,6.18033988749884,-1.15881372890603,-3.4764411867181
0.265,6.85926003649835e-14,4.28703752281147e-14,6.00185253193606e-14,1.37185200729967e-13,-2.57222251368688e-14,-7.71666754106065e-14
0.266,-3.09016994374943,-1.93135621484339,-2.70389870078075,-6.18033988749885,1.15881372890603,3.4764411867181
0.267,-5.87785252292471,-3.67365782682794,-5.14312095755912,-11.7557050458494,2.20419469609676,6.61258408829029
0.268,-8.09016994374947,-5.05635621484342,-7.07889870078078,-16.1803398874989,3.03381372890605,9.10144118671815
0.269,-9.51056516295154,-5.94410322684471,-8.32174451758259,-19.0211303259031,3.56646193610683,10.6993858083205
0.27,-10,-6.25,-8.75,-20,3.75,11.25
0.271,-9.51056516295152,-5.9441032268447,-8.32174451758258,-19.021130325903,3.56646193610682,10.6993858083205
0.272,-8.09016994374944,-5.0563562148434,-7.07889870078076,-16.1803398874989,3.03381372890604,9.10144118671812
0.273,-5.87785252292467,-3.67365782682792,-5.14312095755909,-11.7557050458493,2.20419469609675,6.61258408829026
0.274,-3.09016994374952,-1.93135621484345,-2.70389870078083,-6.18033988749905,1.15881372890607,3.47644118671821
0.275,-3.42901103761259e-14,-2.14313189850787e-14,-3.00038465791102e-14,-6.85802207522518e-14,1.28587913910472e-14,3.85763741731416e-14
0.276,3.09016994374946,1.93135621484341,2.70389870078078,6.18033988749892,-1.15881372890605,-3.47644118671814
0.277,5.87785252292473,3.67365782682796,5.14312095755914,11.7557050458495,-2.20419469609678,-6.61258408829032
0.278,8.09016994374949,5.05635621484343,7.0788987007808,16.180339887499,-3.03381372890606,-9.10144118671817
0.279,9.51056516295155,5.94410322684472,8.3217445175826,19.0211303259031,-3.56646193610683,-10.6993858083205
0.28,10,6.25,8.75,20,-3.75,-11.25
0.281,9.51056516295151,5.9441032268447,8.32174451758257,19.021130325903,-3.56646193610682,-10.6993858083205
0.282,8.09016994374942,5.05635621484339,7.07889870078074,16.1803398874988,-3.03381372890603,-9.1014411867181
0.283,5.87785252292464,3.6736578268279,5.14312095755906,11.7557050458493,-2.20419469609674,-6.61258408829022
0.284,3.09016994374949,1.93135621484343,2.70389870078081,6.18033988749898,-1.15881372890606,-3.47644118671818
0.285,-1.23796127317672e-17,-7.73725795735447e-18,-1.08321611402963e-17,-2.47592254635343e-17,4.64235477441268e-18,1.3927064323238e-17
0.286,-3.09016994374949,-1.93135621484343,-2.70389870078081,-6.18033988749898,1.15881372890606,3.47644118671818
0.287,-5.87785252292476,-3.67365782682797,-5.14312095755916,-11.7557050458495,2.20419469609679,6.61258408829036
0.288,-8.0901699437495,-5.05635621484344,-7.07889870078082,-16.180339887499,3.03381372890606,9.10144118671819
0.289,-9.51056516295151,-5.9441032268447,-8.32174451758257,-19.021130325903,3.56646193610682,10.6993858083205
0.29,-10,-6.25,-8.75,-20,3.75,11.25
0.291,-9.51056516295159,-5.94410322684474,-8.32174451758264,-19.0211303259032,3.56646193610685,10.6993858083205
0.292,-8.09016994374957,-5.05635621484348,-7.07889870078087,-16.1803398874991,3.03381372890609,9.10144118671827
0.293,-5.87785252292485,-3.67365782682803,-5.14312095755924,-11.7557050458497,2.20419469609682,6.61258408829045
0.294,-3.09016994374959,-1.9313562148435,-2.70389870078089,-6.18033988749919,1.1588137289061,3.47644118671829
0.295,-1.07793677550431e-13,-6.73710484690191e-14,-9.43194678566268e-14,-2.15587355100861e-13,4.04226290814115e-14,1.21267887244234e-13
0.296,3.09016994374939,1.93135621484337,2.70389870078071,6.18033988749878,-1.15881372890602,-3.47644118671806
0.297,5.87785252292467,3.67365782682792,5.14312095755909,11.7557050458493,-2.20419469609675,-6.61258408829026
0.298,8.09016994374944,5.0563562148434,7.07889870078076,16.1803398874989,-3.03381372890604,-9.10144118671812
0.299,9.51056516295152,5.9441032268447,8.32174451758258,19.021130325903,-3.56646193610682,-10.6993858083205
0.3,10,6.25,8.75,20,-3.75,-11.25
